NGO_ID,NGO_Name,Country,Sector,Focus_Area
3051,Global Impact Foundation 3051,UAE,Human Rights,Rural Development
3052,Global Impact Foundation 3052,Canada,Environment,Disaster Relief
3053,Global Impact Foundation 3053,Canada,Health,Community Health
3054,Global Impact Foundation 3054,India,Human Rights,Urban Support
3055,Global Impact Foundation 3055,USA,Poverty Relief,Disaster Relief
3056,Global Impact Foundation 3056,UK,Human Rights,Urban Support
3057,Global Impact Foundation 3057,India,Education,Rural Development
3058,Global Impact Foundation 3058,USA,Child Welfare,Rural Development
3059,Global Impact Foundation 3059,USA,Education,Policy Advocacy
3060,Global Impact Foundation 3060,UK,Health,Skill Development
3061,Global Impact Foundation 3061,USA,Health,Disaster Relief
3062,Global Impact Foundation 3062,Brazil,Women Empowerment,Skill Development
3063,Global Impact Foundation 3063,South Africa,Child Welfare,Rural Development
3064,Global Impact Foundation 3064,Canada,Human Rights,Policy Advocacy
3065,Global Impact Foundation 3065,Brazil,Women Empowerment,Disaster Relief
3066,Global Impact Foundation 3066,Brazil,Poverty Relief,Rural Development
3067,Global Impact Foundation 3067,USA,Poverty Relief,Policy Advocacy
3068,Global Impact Foundation 3068,UK,Education,Policy Advocacy
3069,Global Impact Foundation 3069,Brazil,Child Welfare,Skill Development
3070,Global Impact Foundation 3070,USA,Poverty Relief,Disaster Relief
3071,Global Impact Foundation 3071,UAE,Health,Disaster Relief
3072,Global Impact Foundation 3072,Brazil,Health,Policy Advocacy
3073,Global Impact Foundation 3073,Canada,Child Welfare,Skill Development
3074,Global Impact Foundation 3074,South Africa,Child Welfare,Disaster Relief
3075,Global Impact Foundation 3075,Australia,Women Empowerment,Skill Development
3076,Global Impact Foundation 3076,South Africa,Women Empowerment,Rural Development
3077,Global Impact Foundation 3077,Brazil,Health,Community Health
3078,Global Impact Foundation 3078,UAE,Environment,Disaster Relief
3079,Global Impact Foundation 3079,USA,Education,Urban Support
3080,Global Impact Foundation 3080,UAE,Education,Rural Development
3081,Global Impact Foundation 3081,Brazil,Child Welfare,Urban Support
3082,Global Impact Foundation 3082,Germany,Poverty Relief,Community Health
3083,Global Impact Foundation 3083,India,Environment,Urban Support
3084,Global Impact Foundation 3084,Canada,Health,Skill Development
3085,Global Impact Foundation 3085,UK,Child Welfare,Policy Advocacy
3086,Global Impact Foundation 3086,Canada,Human Rights,Community Health
3087,Global Impact Foundation 3087,India,Child Welfare,Policy Advocacy
3088,Global Impact Foundation 3088,South Africa,Health,Skill Development
3089,Global Impact Foundation 3089,Australia,Women Empowerment,Disaster Relief
3090,Global Impact Foundation 3090,Germany,Environment,Disaster Relief
3091,Global Impact Foundation 3091,Australia,Human Rights,Policy Advocacy
3092,Global Impact Foundation 3092,Brazil,Women Empowerment,Community Health
3093,Global Impact Foundation 3093,Australia,Human Rights,Community Health
3094,Global Impact Foundation 3094,UAE,Child Welfare,Rural Development
3095,Global Impact Foundation 3095,Germany,Health,Urban Support
3096,Global Impact Foundation 3096,UK,Human Rights,Policy Advocacy
3097,Global Impact Foundation 3097,South Africa,Women Empowerment,Rural Development
3098,Global Impact Foundation 3098,Australia,Child Welfare,Disaster Relief
3099,Global Impact Foundation 3099,Kenya,Human Rights,Disaster Relief
3100,Global Impact Foundation 3100,South Africa,Women Empowerment,Policy Advocacy
3101,Global Impact Foundation 3101,India,Health,Urban Support
3102,Global Impact Foundation 3102,Brazil,Human Rights,Skill Development
3103,Global Impact Foundation 3103,Canada,Education,Urban Support
3104,Global Impact Foundation 3104,UK,Health,Disaster Relief
3105,Global Impact Foundation 3105,UK,Women Empowerment,Disaster Relief
3106,Global Impact Foundation 3106,UK,Environment,Policy Advocacy
3107,Global Impact Foundation 3107,Brazil,Child Welfare,Rural Development
3108,Global Impact Foundation 3108,UAE,Poverty Relief,Disaster Relief
3109,Global Impact Foundation 3109,Brazil,Child Welfare,Policy Advocacy
3110,Global Impact Foundation 3110,Brazil,Health,Skill Development
3111,Global Impact Foundation 3111,Brazil,Health,Community Health
3112,Global Impact Foundation 3112,South Africa,Environment,Community Health
3113,Global Impact Foundation 3113,Germany,Education,Policy Advocacy
3114,Global Impact Foundation 3114,Kenya,Poverty Relief,Skill Development
3115,Global Impact Foundation 3115,Brazil,Education,Disaster Relief
3116,Global Impact Foundation 3116,Germany,Human Rights,Community Health
3117,Global Impact Foundation 3117,UK,Environment,Urban Support
3118,Global Impact Foundation 3118,South Africa,Education,Community Health
3119,Global Impact Foundation 3119,South Africa,Women Empowerment,Disaster Relief
3120,Global Impact Foundation 3120,Kenya,Women Empowerment,Community Health
3121,Global Impact Foundation 3121,Australia,Environment,Disaster Relief
3122,Global Impact Foundation 3122,South Africa,Environment,Rural Development
3123,Global Impact Foundation 3123,UK,Women Empowerment,Urban Support
3124,Global Impact Foundation 3124,Germany,Child Welfare,Disaster Relief
3125,Global Impact Foundation 3125,Australia,Education,Disaster Relief
3126,Global Impact Foundation 3126,UAE,Health,Disaster Relief
3127,Global Impact Foundation 3127,Australia,Child Welfare,Skill Development
3128,Global Impact Foundation 3128,India,Human Rights,Disaster Relief
3129,Global Impact Foundation 3129,UK,Environment,Rural Development
3130,Global Impact Foundation 3130,UAE,Women Empowerment,Disaster Relief
3131,Global Impact Foundation 3131,Kenya,Women Empowerment,Skill Development
3132,Global Impact Foundation 3132,UK,Child Welfare,Rural Development
3133,Global Impact Foundation 3133,UK,Child Welfare,Community Health
3134,Global Impact Foundation 3134,Canada,Child Welfare,Policy Advocacy
3135,Global Impact Foundation 3135,UK,Environment,Rural Development
3136,Global Impact Foundation 3136,Brazil,Human Rights,Disaster Relief
3137,Global Impact Foundation 3137,Canada,Health,Disaster Relief
3138,Global Impact Foundation 3138,UK,Child Welfare,Skill Development
3139,Global Impact Foundation 3139,Australia,Education,Urban Support
3140,Global Impact Foundation 3140,Canada,Health,Community Health
3141,Global Impact Foundation 3141,Germany,Human Rights,Urban Support
3142,Global Impact Foundation 3142,Brazil,Education,Community Health
3143,Global Impact Foundation 3143,USA,Women Empowerment,Skill Development
3144,Global Impact Foundation 3144,Germany,Poverty Relief,Community Health
3145,Global Impact Foundation 3145,Kenya,Human Rights,Community Health
3146,Global Impact Foundation 3146,USA,Health,Policy Advocacy
3147,Global Impact Foundation 3147,India,Education,Policy Advocacy
3148,Global Impact Foundation 3148,South Africa,Poverty Relief,Policy Advocacy
3149,Global Impact Foundation 3149,UK,Child Welfare,Skill Development
3150,Global Impact Foundation 3150,UAE,Education,Community Health
3151,Global Impact Foundation 3151,UAE,Human Rights,Policy Advocacy
3152,Global Impact Foundation 3152,Germany,Health,Urban Support
3153,Global Impact Foundation 3153,Kenya,Women Empowerment,Urban Support
3154,Global Impact Foundation 3154,USA,Human Rights,Disaster Relief
3155,Global Impact Foundation 3155,Germany,Women Empowerment,Policy Advocacy
3156,Global Impact Foundation 3156,UK,Child Welfare,Policy Advocacy
3157,Global Impact Foundation 3157,UK,Human Rights,Policy Advocacy
3158,Global Impact Foundation 3158,USA,Education,Policy Advocacy
3159,Global Impact Foundation 3159,Kenya,Education,Rural Development
3160,Global Impact Foundation 3160,UK,Child Welfare,Disaster Relief
3161,Global Impact Foundation 3161,UAE,Human Rights,Skill Development
3162,Global Impact Foundation 3162,UK,Women Empowerment,Community Health
3163,Global Impact Foundation 3163,UK,Poverty Relief,Urban Support
3164,Global Impact Foundation 3164,Germany,Health,Disaster Relief
3165,Global Impact Foundation 3165,UAE,Women Empowerment,Skill Development
3166,Global Impact Foundation 3166,Canada,Environment,Rural Development
3167,Global Impact Foundation 3167,Brazil,Poverty Relief,Policy Advocacy
3168,Global Impact Foundation 3168,India,Environment,Community Health
3169,Global Impact Foundation 3169,Kenya,Environment,Urban Support
3170,Global Impact Foundation 3170,Kenya,Women Empowerment,Urban Support
3171,Global Impact Foundation 3171,Germany,Health,Skill Development
3172,Global Impact Foundation 3172,Brazil,Women Empowerment,Urban Support
3173,Global Impact Foundation 3173,Germany,Women Empowerment,Rural Development
3174,Global Impact Foundation 3174,India,Poverty Relief,Disaster Relief
3175,Global Impact Foundation 3175,India,Poverty Relief,Community Health
3176,Global Impact Foundation 3176,India,Health,Skill Development
3177,Global Impact Foundation 3177,USA,Poverty Relief,Skill Development
3178,Global Impact Foundation 3178,Canada,Human Rights,Skill Development
3179,Global Impact Foundation 3179,Kenya,Education,Disaster Relief
3180,Global Impact Foundation 3180,Australia,Health,Urban Support
3181,Global Impact Foundation 3181,Australia,Human Rights,Urban Support
3182,Global Impact Foundation 3182,India,Environment,Urban Support
3183,Global Impact Foundation 3183,USA,Education,Urban Support
3184,Global Impact Foundation 3184,USA,Education,Community Health
3185,Global Impact Foundation 3185,Brazil,Child Welfare,Skill Development
3186,Global Impact Foundation 3186,South Africa,Human Rights,Community Health
3187,Global Impact Foundation 3187,Australia,Poverty Relief,Policy Advocacy
3188,Global Impact Foundation 3188,Brazil,Education,Urban Support
3189,Global Impact Foundation 3189,India,Environment,Disaster Relief
3190,Global Impact Foundation 3190,India,Human Rights,Skill Development
3191,Global Impact Foundation 3191,Canada,Child Welfare,Skill Development
3192,Global Impact Foundation 3192,Canada,Environment,Community Health
3193,Global Impact Foundation 3193,Kenya,Child Welfare,Rural Development
3194,Global Impact Foundation 3194,Germany,Education,Disaster Relief
3195,Global Impact Foundation 3195,South Africa,Education,Urban Support
3196,Global Impact Foundation 3196,UAE,Poverty Relief,Rural Development
3197,Global Impact Foundation 3197,India,Child Welfare,Disaster Relief
3198,Global Impact Foundation 3198,Australia,Human Rights,Rural Development
3199,Global Impact Foundation 3199,India,Women Empowerment,Disaster Relief
3200,Global Impact Foundation 3200,USA,Health,Community Health
3201,Global Impact Foundation 3201,Germany,Child Welfare,Disaster Relief
3202,Global Impact Foundation 3202,Canada,Poverty Relief,Disaster Relief
3203,Global Impact Foundation 3203,Brazil,Poverty Relief,Policy Advocacy
3204,Global Impact Foundation 3204,UK,Human Rights,Policy Advocacy
3205,Global Impact Foundation 3205,South Africa,Health,Rural Development
3206,Global Impact Foundation 3206,Kenya,Health,Policy Advocacy
3207,Global Impact Foundation 3207,India,Women Empowerment,Skill Development
3208,Global Impact Foundation 3208,Brazil,Environment,Urban Support
3209,Global Impact Foundation 3209,India,Child Welfare,Community Health
3210,Global Impact Foundation 3210,Kenya,Child Welfare,Policy Advocacy
3211,Global Impact Foundation 3211,Canada,Child Welfare,Skill Development
3212,Global Impact Foundation 3212,South Africa,Health,Policy Advocacy
3213,Global Impact Foundation 3213,Brazil,Women Empowerment,Community Health
3214,Global Impact Foundation 3214,Germany,Environment,Rural Development
3215,Global Impact Foundation 3215,Germany,Women Empowerment,Policy Advocacy
3216,Global Impact Foundation 3216,India,Women Empowerment,Community Health
3217,Global Impact Foundation 3217,UK,Poverty Relief,Policy Advocacy
3218,Global Impact Foundation 3218,Australia,Health,Rural Development
3219,Global Impact Foundation 3219,South Africa,Health,Urban Support
3220,Global Impact Foundation 3220,Brazil,Education,Skill Development
3221,Global Impact Foundation 3221,UAE,Health,Urban Support
3222,Global Impact Foundation 3222,Canada,Women Empowerment,Urban Support
3223,Global Impact Foundation 3223,Australia,Environment,Rural Development
3224,Global Impact Foundation 3224,Brazil,Women Empowerment,Disaster Relief
3225,Global Impact Foundation 3225,India,Education,Community Health
3226,Global Impact Foundation 3226,India,Human Rights,Disaster Relief
3227,Global Impact Foundation 3227,Germany,Health,Skill Development
3228,Global Impact Foundation 3228,UAE,Environment,Disaster Relief
3229,Global Impact Foundation 3229,Canada,Health,Policy Advocacy
3230,Global Impact Foundation 3230,Australia,Education,Community Health
3231,Global Impact Foundation 3231,Germany,Child Welfare,Urban Support
3232,Global Impact Foundation 3232,Kenya,Women Empowerment,Skill Development
3233,Global Impact Foundation 3233,Kenya,Women Empowerment,Urban Support
3234,Global Impact Foundation 3234,Australia,Education,Policy Advocacy
3235,Global Impact Foundation 3235,Brazil,Human Rights,Urban Support
3236,Global Impact Foundation 3236,UAE,Health,Urban Support
3237,Global Impact Foundation 3237,South Africa,Education,Urban Support
3238,Global Impact Foundation 3238,Australia,Health,Skill Development
3239,Global Impact Foundation 3239,Germany,Poverty Relief,Urban Support
3240,Global Impact Foundation 3240,India,Women Empowerment,Urban Support
3241,Global Impact Foundation 3241,USA,Child Welfare,Policy Advocacy
3242,Global Impact Foundation 3242,Canada,Women Empowerment,Community Health
3243,Global Impact Foundation 3243,USA,Human Rights,Skill Development
3244,Global Impact Foundation 3244,Brazil,Health,Skill Development
3245,Global Impact Foundation 3245,Canada,Child Welfare,Urban Support
3246,Global Impact Foundation 3246,UK,Health,Policy Advocacy
3247,Global Impact Foundation 3247,Germany,Poverty Relief,Urban Support
3248,Global Impact Foundation 3248,Canada,Women Empowerment,Community Health
3249,Global Impact Foundation 3249,India,Poverty Relief,Disaster Relief
3250,Global Impact Foundation 3250,Brazil,Women Empowerment,Skill Development
