village_name,problem_type,severity,affected_families,ngo_1_name,ngo_1_work
Varanasi,"Malaria, Dengue, Tuberculosis",Medium,54626,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Mumbai,"Malaria, Dengue, Tuberculosis",Low,62118,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Bengaluru,"Malaria, Dengue, Tuberculosis",High,54788,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Lucknow,"Malaria, Dengue, Tuberculosis",High,14536,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Coimbatore,"Malaria, Dengue, Tuberculosis",Medium,49715,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Mysuru,"Malaria, Dengue, Tuberculosis",Low,32199,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Surat,"Malaria, Dengue, Tuberculosis",Medium,63940,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Pune,"Malaria, Dengue, Tuberculosis",Low,42884,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Chennai,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,16479,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis",High,23183,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Mumbai,"Malaria, Dengue, Tuberculosis",Low,32056,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Bengaluru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Low,46353,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Agra,"Malaria, Dengue, Tuberculosis",Low,18333,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Bengaluru,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Low,17961,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Chennai,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Low,20089,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Hubli,"Malaria, Dengue, Tuberculosis",Medium,58263,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Chennai,"Malaria, Dengue, Tuberculosis",Low,54159,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Surat,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage, Low Antenatal Care",High,20716,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Lucknow,"Malaria, Dengue, Tuberculosis",Medium,54155,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Mumbai,"Malaria, Dengue",Medium,49853,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Bengaluru,"Malaria, Dengue, Tuberculosis",Low,74070,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Vadodara,"Malaria, Dengue, Tuberculosis",Low,46373,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Lucknow,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,62987,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Bengaluru,"Malaria, Dengue, Tuberculosis",Medium,43261,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,32130,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Vadodara,"Malaria, Dengue, Tuberculosis",Low,62598,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Surat,"Malaria, Dengue, Tuberculosis",High,67548,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Pune,"Malaria, Dengue, Tuberculosis",High,29544,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Mysuru,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",High,16744,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Surat,"Malaria, Dengue, Tuberculosis",High,18491,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Varanasi,"Malaria, Dengue, Tuberculosis",Low,35604,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Agra,"Malaria, Dengue, Tuberculosis",High,19599,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Low,61261,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Coimbatore,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,25719,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis",High,68079,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Bengaluru,"Malaria, Dengue, Tuberculosis",High,59851,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Varanasi,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,52235,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Mysuru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Low,47312,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Agra,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,42432,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Ahmedabad,"Malaria, Dengue, Tuberculosis",High,24236,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Hubli,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",High,31357,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Chennai,"Malaria, Dengue, Tuberculosis",Medium,66480,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Coimbatore,"Malaria, Dengue, Tuberculosis",High,58537,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Agra,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Low,65150,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
