NGO_ID,NGO_Name,Country,Sector,Focus_Area,Website,Email,Priority_Level,Startup_Relevance_Tag
3205,Global Impact Foundation 3205,Kenya,Education,Policy Advocacy,www.globalimpactfoundation3205.org,contact@globalimpactfoundation3205.foundation,High,Pilot Testing
3206,Global Impact Foundation 3206,India,Education,Rural Development,www.globalimpactfoundation3206.org,contact@globalimpactfoundation3206.ngo,Medium,Outreach
3207,Global Impact Foundation 3207,India,Health,Rural Development,www.globalimpactfoundation3207.ngo,contact@globalimpactfoundation3207.global,High,Pilot Testing
3208,Global Impact Foundation 3208,USA,Environment,Urban Support,www.globalimpactfoundation3208.ngo,contact@globalimpactfoundation3208.org,Low,Pilot Testing
3209,Global Impact Foundation 3209,UK,Child Welfare,Policy Advocacy,www.globalimpactfoundation3209.ngo,contact@globalimpactfoundation3209.foundation,Medium,Partnership
3210,Global Impact Foundation 3210,Kenya,Environment,Skill Development,www.globalimpactfoundation3210.foundation,contact@globalimpactfoundation3210.org,Medium,Pilot Testing
3211,Global Impact Foundation 3211,Australia,Poverty Relief,Disaster Relief,www.globalimpactfoundation3211.global,contact@globalimpactfoundation3211.foundation,Medium,Outreach
3212,Global Impact Foundation 3212,Kenya,Health,Community Health,www.globalimpactfoundation3212.org,contact@globalimpactfoundation3212.global,Medium,Funding
3213,Global Impact Foundation 3213,India,Women Empowerment,Policy Advocacy,www.globalimpactfoundation3213.org,contact@globalimpactfoundation3213.global,High,Outreach
3214,Global Impact Foundation 3214,Australia,Health,Urban Support,www.globalimpactfoundation3214.global,contact@globalimpactfoundation3214.org,Medium,Pilot Testing
3215,Global Impact Foundation 3215,Brazil,Human Rights,Policy Advocacy,www.globalimpactfoundation3215.org,contact@globalimpactfoundation3215.org,High,Funding
3216,Global Impact Foundation 3216,UK,Child Welfare,Urban Support,www.globalimpactfoundation3216.global,contact@globalimpactfoundation3216.global,High,Pilot Testing
3217,Global Impact Foundation 3217,India,Education,Urban Support,www.globalimpactfoundation3217.ngo,contact@globalimpactfoundation3217.foundation,Low,Pilot Testing
3218,Global Impact Foundation 3218,India,Environment,Policy Advocacy,www.globalimpactfoundation3218.global,contact@globalimpactfoundation3218.global,Medium,Funding
3219,Global Impact Foundation 3219,UAE,Environment,Community Health,www.globalimpactfoundation3219.ngo,contact@globalimpactfoundation3219.global,High,Partnership
3220,Global Impact Foundation 3220,South Africa,Poverty Relief,Policy Advocacy,www.globalimpactfoundation3220.foundation,contact@globalimpactfoundation3220.global,Medium,Funding
3221,Global Impact Foundation 3221,Brazil,Child Welfare,Rural Development,www.globalimpactfoundation3221.foundation,contact@globalimpactfoundation3221.org,High,Pilot Testing
3222,Global Impact Foundation 3222,Canada,Poverty Relief,Disaster Relief,www.globalimpactfoundation3222.org,contact@globalimpactfoundation3222.org,High,Funding
3223,Global Impact Foundation 3223,UK,Human Rights,Disaster Relief,www.globalimpactfoundation3223.foundation,contact@globalimpactfoundation3223.foundation,Low,Pilot Testing
3224,Global Impact Foundation 3224,USA,Women Empowerment,Disaster Relief,www.globalimpactfoundation3224.global,contact@globalimpactfoundation3224.org,Medium,Pilot Testing
3225,Global Impact Foundation 3225,Australia,Health,Rural Development,www.globalimpactfoundation3225.org,contact@globalimpactfoundation3225.global,Medium,Partnership
3226,Global Impact Foundation 3226,UAE,Environment,Disaster Relief,www.globalimpactfoundation3226.foundation,contact@globalimpactfoundation3226.foundation,High,Outreach
3227,Global Impact Foundation 3227,Kenya,Human Rights,Urban Support,www.globalimpactfoundation3227.org,contact@globalimpactfoundation3227.global,Low,Partnership
3228,Global Impact Foundation 3228,USA,Poverty Relief,Rural Development,www.globalimpactfoundation3228.ngo,contact@globalimpactfoundation3228.ngo,High,Pilot Testing
3229,Global Impact Foundation 3229,Canada,Poverty Relief,Urban Support,www.globalimpactfoundation3229.ngo,contact@globalimpactfoundation3229.org,High,Funding
3230,Global Impact Foundation 3230,Canada,Child Welfare,Urban Support,www.globalimpactfoundation3230.global,contact@globalimpactfoundation3230.foundation,High,Funding
3231,Global Impact Foundation 3231,Canada,Health,Policy Advocacy,www.globalimpactfoundation3231.org,contact@globalimpactfoundation3231.global,Medium,Partnership
3232,Global Impact Foundation 3232,Brazil,Child Welfare,Community Health,www.globalimpactfoundation3232.foundation,contact@globalimpactfoundation3232.global,Medium,Funding
3233,Global Impact Foundation 3233,UAE,Child Welfare,Community Health,www.globalimpactfoundation3233.global,contact@globalimpactfoundation3233.org,High,Pilot Testing
3234,Global Impact Foundation 3234,South Africa,Women Empowerment,Policy Advocacy,www.globalimpactfoundation3234.ngo,contact@globalimpactfoundation3234.org,Low,Outreach
3235,Global Impact Foundation 3235,Canada,Child Welfare,Community Health,www.globalimpactfoundation3235.ngo,contact@globalimpactfoundation3235.org,High,Partnership
3236,Global Impact Foundation 3236,Brazil,Education,Policy Advocacy,www.globalimpactfoundation3236.ngo,contact@globalimpactfoundation3236.org,Medium,Outreach
3237,Global Impact Foundation 3237,Germany,Child Welfare,Policy Advocacy,www.globalimpactfoundation3237.foundation,contact@globalimpactfoundation3237.org,High,Outreach
3238,Global Impact Foundation 3238,South Africa,Child Welfare,Skill Development,www.globalimpactfoundation3238.foundation,contact@globalimpactfoundation3238.global,Medium,Partnership
3239,Global Impact Foundation 3239,Australia,Poverty Relief,Rural Development,www.globalimpactfoundation3239.foundation,contact@globalimpactfoundation3239.org,High,Outreach
3240,Global Impact Foundation 3240,Kenya,Women Empowerment,Community Health,www.globalimpactfoundation3240.org,contact@globalimpactfoundation3240.foundation,Low,Funding
3241,Global Impact Foundation 3241,Australia,Human Rights,Policy Advocacy,www.globalimpactfoundation3241.foundation,contact@globalimpactfoundation3241.ngo,Low,Partnership
3242,Global Impact Foundation 3242,Germany,Poverty Relief,Community Health,www.globalimpactfoundation3242.ngo,contact@globalimpactfoundation3242.org,Medium,Funding
3243,Global Impact Foundation 3243,Brazil,Education,Skill Development,www.globalimpactfoundation3243.foundation,contact@globalimpactfoundation3243.ngo,Medium,Pilot Testing
3244,Global Impact Foundation 3244,South Africa,Environment,Urban Support,www.globalimpactfoundation3244.global,contact@globalimpactfoundation3244.ngo,High,Partnership
3245,Global Impact Foundation 3245,Brazil,Health,Rural Development,www.globalimpactfoundation3245.org,contact@globalimpactfoundation3245.global,High,Funding
3246,Global Impact Foundation 3246,USA,Women Empowerment,Community Health,www.globalimpactfoundation3246.global,contact@globalimpactfoundation3246.ngo,High,Outreach
3247,Global Impact Foundation 3247,South Africa,Poverty Relief,Rural Development,www.globalimpactfoundation3247.org,contact@globalimpactfoundation3247.ngo,High,Funding
3248,Global Impact Foundation 3248,UAE,Environment,Disaster Relief,www.globalimpactfoundation3248.ngo,contact@globalimpactfoundation3248.global,Medium,Partnership
3249,Global Impact Foundation 3249,UAE,Poverty Relief,Policy Advocacy,www.globalimpactfoundation3249.global,contact@globalimpactfoundation3249.foundation,Medium,Funding
3250,Global Impact Foundation 3250,India,Poverty Relief,Community Health,www.globalimpactfoundation3250.global,contact@globalimpactfoundation3250.foundation,Medium,Funding
3251,Global Impact Foundation 3251,Australia,Child Welfare,Rural Development,www.globalimpactfoundation3251.org,contact@globalimpactfoundation3251.ngo,Medium,Funding
3252,Global Impact Foundation 3252,UAE,Education,Urban Support,www.globalimpactfoundation3252.ngo,contact@globalimpactfoundation3252.global,Medium,Outreach
3253,Global Impact Foundation 3253,USA,Human Rights,Disaster Relief,www.globalimpactfoundation3253.global,contact@globalimpactfoundation3253.global,Low,Partnership
3254,Global Impact Foundation 3254,Brazil,Women Empowerment,Disaster Relief,www.globalimpactfoundation3254.global,contact@globalimpactfoundation3254.ngo,Medium,Outreach
3255,Global Impact Foundation 3255,Canada,Women Empowerment,Rural Development,www.globalimpactfoundation3255.org,contact@globalimpactfoundation3255.ngo,Low,Pilot Testing
3256,Global Impact Foundation 3256,USA,Women Empowerment,Disaster Relief,www.globalimpactfoundation3256.ngo,contact@globalimpactfoundation3256.ngo,Medium,Funding
3257,Global Impact Foundation 3257,India,Education,Skill Development,www.globalimpactfoundation3257.org,contact@globalimpactfoundation3257.org,Low,Partnership
3258,Global Impact Foundation 3258,Germany,Health,Rural Development,www.globalimpactfoundation3258.foundation,contact@globalimpactfoundation3258.ngo,Medium,Partnership
3259,Global Impact Foundation 3259,Kenya,Health,Rural Development,www.globalimpactfoundation3259.foundation,contact@globalimpactfoundation3259.global,Low,Outreach
3260,Global Impact Foundation 3260,Australia,Human Rights,Skill Development,www.globalimpactfoundation3260.global,contact@globalimpactfoundation3260.foundation,Low,Partnership
3261,Global Impact Foundation 3261,USA,Education,Policy Advocacy,www.globalimpactfoundation3261.ngo,contact@globalimpactfoundation3261.org,Low,Funding
3262,Global Impact Foundation 3262,South Africa,Child Welfare,Urban Support,www.globalimpactfoundation3262.ngo,contact@globalimpactfoundation3262.ngo,High,Pilot Testing
3263,Global Impact Foundation 3263,Germany,Health,Urban Support,www.globalimpactfoundation3263.ngo,contact@globalimpactfoundation3263.global,Low,Funding
3264,Global Impact Foundation 3264,Germany,Child Welfare,Urban Support,www.globalimpactfoundation3264.org,contact@globalimpactfoundation3264.foundation,Low,Outreach
3265,Global Impact Foundation 3265,Australia,Human Rights,Rural Development,www.globalimpactfoundation3265.foundation,contact@globalimpactfoundation3265.org,Low,Partnership
3266,Global Impact Foundation 3266,India,Health,Disaster Relief,www.globalimpactfoundation3266.org,contact@globalimpactfoundation3266.org,Low,Partnership
3267,Global Impact Foundation 3267,Brazil,Women Empowerment,Disaster Relief,www.globalimpactfoundation3267.org,contact@globalimpactfoundation3267.ngo,High,Partnership
3268,Global Impact Foundation 3268,Germany,Poverty Relief,Community Health,www.globalimpactfoundation3268.foundation,contact@globalimpactfoundation3268.ngo,Low,Outreach
3269,Global Impact Foundation 3269,India,Poverty Relief,Disaster Relief,www.globalimpactfoundation3269.org,contact@globalimpactfoundation3269.ngo,Low,Partnership
3270,Global Impact Foundation 3270,Kenya,Poverty Relief,Community Health,www.globalimpactfoundation3270.org,contact@globalimpactfoundation3270.global,High,Partnership
3271,Global Impact Foundation 3271,Germany,Education,Community Health,www.globalimpactfoundation3271.global,contact@globalimpactfoundation3271.ngo,High,Partnership
3272,Global Impact Foundation 3272,India,Health,Skill Development,www.globalimpactfoundation3272.ngo,contact@globalimpactfoundation3272.global,Low,Funding
3273,Global Impact Foundation 3273,Kenya,Women Empowerment,Urban Support,www.globalimpactfoundation3273.org,contact@globalimpactfoundation3273.ngo,Low,Outreach
3274,Global Impact Foundation 3274,UAE,Poverty Relief,Urban Support,www.globalimpactfoundation3274.foundation,contact@globalimpactfoundation3274.global,Low,Pilot Testing
3275,Global Impact Foundation 3275,South Africa,Poverty Relief,Rural Development,www.globalimpactfoundation3275.foundation,contact@globalimpactfoundation3275.global,Low,Outreach
3276,Global Impact Foundation 3276,UAE,Health,Policy Advocacy,www.globalimpactfoundation3276.ngo,contact@globalimpactfoundation3276.ngo,Medium,Partnership
3277,Global Impact Foundation 3277,Germany,Environment,Urban Support,www.globalimpactfoundation3277.global,contact@globalimpactfoundation3277.org,Low,Outreach
3278,Global Impact Foundation 3278,Canada,Education,Rural Development,www.globalimpactfoundation3278.global,contact@globalimpactfoundation3278.global,Medium,Funding
3279,Global Impact Foundation 3279,Kenya,Environment,Skill Development,www.globalimpactfoundation3279.global,contact@globalimpactfoundation3279.global,High,Partnership
3280,Global Impact Foundation 3280,UK,Women Empowerment,Disaster Relief,www.globalimpactfoundation3280.org,contact@globalimpactfoundation3280.org,Low,Pilot Testing
3281,Global Impact Foundation 3281,India,Poverty Relief,Disaster Relief,www.globalimpactfoundation3281.global,contact@globalimpactfoundation3281.org,Medium,Funding
3282,Global Impact Foundation 3282,Australia,Education,Policy Advocacy,www.globalimpactfoundation3282.ngo,contact@globalimpactfoundation3282.foundation,High,Outreach
3283,Global Impact Foundation 3283,UK,Environment,Rural Development,www.globalimpactfoundation3283.org,contact@globalimpactfoundation3283.global,Low,Pilot Testing
3284,Global Impact Foundation 3284,South Africa,Education,Disaster Relief,www.globalimpactfoundation3284.global,contact@globalimpactfoundation3284.foundation,High,Partnership
3285,Global Impact Foundation 3285,Brazil,Child Welfare,Policy Advocacy,www.globalimpactfoundation3285.foundation,contact@globalimpactfoundation3285.foundation,High,Partnership
3286,Global Impact Foundation 3286,Brazil,Human Rights,Disaster Relief,www.globalimpactfoundation3286.ngo,contact@globalimpactfoundation3286.foundation,Low,Outreach
3287,Global Impact Foundation 3287,Canada,Poverty Relief,Urban Support,www.globalimpactfoundation3287.ngo,contact@globalimpactfoundation3287.global,Medium,Outreach
3288,Global Impact Foundation 3288,South Africa,Human Rights,Policy Advocacy,www.globalimpactfoundation3288.global,contact@globalimpactfoundation3288.ngo,Medium,Partnership
3289,Global Impact Foundation 3289,UAE,Child Welfare,Rural Development,www.globalimpactfoundation3289.org,contact@globalimpactfoundation3289.ngo,High,Outreach
3290,Global Impact Foundation 3290,Canada,Poverty Relief,Skill Development,www.globalimpactfoundation3290.global,contact@globalimpactfoundation3290.foundation,Low,Pilot Testing
3291,Global Impact Foundation 3291,India,Poverty Relief,Skill Development,www.globalimpactfoundation3291.ngo,contact@globalimpactfoundation3291.global,Medium,Outreach
3292,Global Impact Foundation 3292,UAE,Health,Disaster Relief,www.globalimpactfoundation3292.org,contact@globalimpactfoundation3292.ngo,Medium,Funding
