village_name,problem_type,severity,affected_families,ngo_name,ngo_work,state,district,year,month,population,malaria_cases,dengue_cases,tb_cases
"Pune, Maharashtra",Malaria Cases; Dengue Outbreak; TB Cases; Low Institutional Deliveries,Low,90,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Maharashtra,Pune,2017,Jun,83221,177,227,5
"Bengaluru, Karnataka",Malaria Outbreak; Dengue Cases; TB Cases,Low,105,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Bengaluru,2017,May,222030,287,78,109
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,48,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Tamil Nadu,Madurai,2017,Jul,221667,111,17,92
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low Institutional Deliveries,High,78,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Mumbai,2016,Jan,465131,82,186,83
"Siliguri, West Bengal",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,108,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",West Bengal,Siliguri,2017,May,167350,181,183,123
"Muzaffarpur, Bihar",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,High,86,HMIS,Government health data collection and reporting (Health Management Information System),Bihar,Muzaffarpur,2017,Mar,478148,222,17,148
"Mysuru, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,High,192,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Karnataka,Mysuru,2016,Jul,123444,431,283,150
"Agra, Uttar Pradesh",Malaria Outbreak; Dengue Cases; High TB Burden; Low Immunization Coverage,Low,171,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Agra,2017,Sep,354686,386,156,231
"Kolkata, West Bengal",Malaria Cases; Dengue Outbreak; TB Cases,Low,126,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",West Bengal,Kolkata,2017,Feb,228883,138,381,51
"Patna, Bihar",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,High,101,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Bihar,Patna,2016,Jun,100845,224,224,8
"Pune, Maharashtra",Malaria Cases; Dengue Cases; High TB Burden,Low,76,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Maharashtra,Pune,2017,Jun,414682,135,56,151
"Vadodara, Gujarat",Malaria Cases; Dengue Outbreak; TB Cases,Low,88,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Gujarat,Vadodara,2017,Sep,274284,71,245,83
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Outbreak; High TB Burden,High,148,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Uttar Pradesh,Varanasi,2016,Mar,370032,136,329,201
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Institutional Deliveries,Medium,79,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Bengaluru,2016,Mar,73415,27,181,148
"Pune, Maharashtra",Malaria Cases; Dengue Cases; High TB Burden,Low,118,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Maharashtra,Pune,2017,Feb,204275,196,69,270
"Mumbai, Maharashtra",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,High,205,NFHS,National Family Health Survey — demographic and health indicators research,Maharashtra,Mumbai,2016,Jul,388348,492,345,88
"Chennai, Tamil Nadu",Malaria Outbreak; Dengue Outbreak; High TB Burden,Medium,165,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Tamil Nadu,Chennai,2017,Aug,250710,278,295,171
"Howrah, West Bengal",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage; Low Institutional Deliveries,Low,200,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",West Bengal,Howrah,2017,Jan,267502,467,285,151
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,126,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Gujarat,Ahmedabad,2016,Jun,445248,420,96,52
"Bengaluru, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,160,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Karnataka,Bengaluru,2017,Apr,237972,405,206,112
"Coimbatore, Tamil Nadu",Malaria Outbreak; Dengue Cases; High TB Burden,Medium,150,HMIS,Government health data collection and reporting (Health Management Information System),Tamil Nadu,Coimbatore,2016,Jan,93028,385,66,224
"Patna, Bihar",Malaria Outbreak; Dengue Cases; High TB Burden; Low Immunization Coverage,Medium,140,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Bihar,Patna,2016,Feb,296329,340,100,190
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Medium,227,HMIS,Government health data collection and reporting (Health Management Information System),Uttar Pradesh,Varanasi,2017,Feb,222821,424,366,232
"Mumbai, Maharashtra",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Medium,105,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Maharashtra,Mumbai,2017,Aug,347143,36,267,171
"Chennai, Tamil Nadu",Malaria Outbreak; Dengue Cases; High TB Burden,Medium,202,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Chennai,2016,Jul,253656,462,175,274
"Coimbatore, Tamil Nadu",Malaria Cases; Dengue Outbreak; High TB Burden,High,172,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Tamil Nadu,Coimbatore,2017,Aug,62021,199,313,263
"Bengaluru, Karnataka",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low ANC Registrations; Low Institutional Deliveries,High,183,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Bengaluru,2016,Jan,336770,236,384,204
"Vadodara, Gujarat",Malaria Cases; Dengue Outbreak; High TB Burden,High,178,NFHS,National Family Health Survey — demographic and health indicators research,Gujarat,Vadodara,2017,Sep,481522,111,393,299
"Vadodara, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases,Low,120,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Gujarat,Vadodara,2016,Jul,446049,383,125,33
"Vadodara, Gujarat",Malaria Outbreak; Dengue Cases; High TB Burden,Low,153,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Gujarat,Vadodara,2017,Apr,100896,357,175,159
"Agra, Uttar Pradesh",Malaria Outbreak; Dengue Cases; High TB Burden,Medium,171,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Uttar Pradesh,Agra,2016,May,231882,481,127,163
"Ahmedabad, Gujarat",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,54,NFHS,National Family Health Survey — demographic and health indicators research,Gujarat,Ahmedabad,2016,Jan,393561,153,53,41
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; High TB Burden; Low Immunization Coverage,Low,72,NFHS,National Family Health Survey — demographic and health indicators research,Karnataka,Mysuru,2016,Sep,61519,24,110,190
"Kolkata, West Bengal",Malaria Outbreak; Dengue Cases; High TB Burden; Low Immunization Coverage,Low,146,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",West Bengal,Kolkata,2017,Mar,378540,392,89,177
"Muzaffarpur, Bihar",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,108,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Bihar,Muzaffarpur,2017,Aug,255946,256,201,33
"Hubli, Karnataka",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low ANC Registrations,Low,163,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Karnataka,Hubli,2016,Aug,129732,253,211,270
"Patna, Bihar",Malaria Outbreak; Dengue Outbreak; High TB Burden,Medium,195,NFHS,National Family Health Survey — demographic and health indicators research,Bihar,Patna,2016,Apr,284971,316,393,169
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Outbreak; TB Cases; Low Immunization Coverage,High,83,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Lucknow,2017,Jul,387369,33,208,134
"Nagpur, Maharashtra",Malaria Outbreak; Dengue Cases; High TB Burden; Low Institutional Deliveries,High,161,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Nagpur,2016,Sep,57836,437,16,273
"Coimbatore, Tamil Nadu",Malaria Cases; Dengue Outbreak; TB Cases; Low Immunization Coverage,Medium,108,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Tamil Nadu,Coimbatore,2016,Mar,420487,120,313,54
"Hubli, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Institutional Deliveries,Medium,81,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Hubli,2016,Mar,103781,182,84,99
"Gaya, Bihar",Malaria Outbreak; Dengue Cases; TB Cases,Low,109,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Bihar,Gaya,2016,Feb,102304,239,143,112
"Madurai, Tamil Nadu",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,High,62,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Madurai,2016,Jun,405996,226,11,44
"Coimbatore, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,78,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Tamil Nadu,Coimbatore,2016,Jan,254497,125,96,133
"Surat, Gujarat",Malaria Cases; Dengue Outbreak; High TB Burden,Low,159,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Gujarat,Surat,2016,Sep,154303,200,327,192
"Mysuru, Karnataka",Malaria Outbreak; Dengue Cases; TB Cases; Low Institutional Deliveries,Medium,155,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Mysuru,2017,Jan,296844,480,189,30
"Coimbatore, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,High,58,HMIS,Government health data collection and reporting (Health Management Information System),Tamil Nadu,Coimbatore,2017,Apr,107685,39,142,82
"Mysuru, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,178,HMIS,Government health data collection and reporting (Health Management Information System),Karnataka,Mysuru,2016,Feb,325230,302,355,144
"Mysuru, Karnataka",Malaria Outbreak; Dengue Outbreak; High TB Burden,Medium,216,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Karnataka,Mysuru,2017,Apr,160439,463,250,261
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Cases; High TB Burden; Low Immunization Coverage,Low,172,NFHS,National Family Health Survey — demographic and health indicators research,Gujarat,Ahmedabad,2016,Apr,478631,489,121,165
"Howrah, West Bengal",Malaria Outbreak; Dengue Cases; TB Cases,Medium,146,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",West Bengal,Howrah,2017,Jan,269701,390,160,111
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,104,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2016,Jan,474958,88,338,43
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Outbreak; TB Cases,Medium,166,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Gujarat,Ahmedabad,2017,Jul,221296,322,375,53
"Agra, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low Institutional Deliveries,High,189,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Agra,2018,Aug,372117,481,335,37
"Ahmedabad, Gujarat",Malaria Cases; Dengue Cases; TB Cases,High,67,NFHS,National Family Health Survey — demographic and health indicators research,Gujarat,Ahmedabad,2015,Feb,249719,99,71,132
"Pune, Maharashtra",Malaria Outbreak; Dengue Cases; High TB Burden,Low,148,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Pune,2016,May,139736,308,104,257
"Hubli, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,175,HMIS,Government health data collection and reporting (Health Management Information System),Karnataka,Hubli,2016,Apr,216004,453,290,45
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases,Medium,126,HMIS,Government health data collection and reporting (Health Management Information System),Uttar Pradesh,Varanasi,2017,Mar,181634,221,256,90
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,31,NFHS,National Family Health Survey — demographic and health indicators research,Karnataka,Mysuru,2015,May,461649,54,59,29
"Hubli, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,High,29,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Karnataka,Hubli,2016,Jun,496162,55,68,11
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Cases; High TB Burden,Medium,186,NFHS,National Family Health Survey — demographic and health indicators research,Gujarat,Ahmedabad,2016,Aug,79464,396,193,249
"Surat, Gujarat",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Low,160,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Gujarat,Surat,2018,Jan,494392,89,373,261
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low Institutional Deliveries,High,43,NFHS,National Family Health Survey — demographic and health indicators research,Karnataka,Mysuru,2017,Sep,345223,135,4,56
"Siliguri, West Bengal",Malaria Outbreak; Dengue Cases; High TB Burden,Low,117,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",West Bengal,Siliguri,2016,Mar,265909,246,80,201
"Siliguri, West Bengal",Malaria Cases; Dengue Cases; High TB Burden; Low ANC Registrations,Medium,95,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",West Bengal,Siliguri,2015,Jan,99164,41,187,201
"Siliguri, West Bengal",Malaria Outbreak; Dengue Outbreak; High TB Burden,High,185,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",West Bengal,Siliguri,2015,May,90920,250,372,214
"Surat, Gujarat",Malaria Cases; Dengue Cases; High TB Burden; Low Institutional Deliveries,Low,126,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Gujarat,Surat,2018,Apr,89504,200,124,243
"Patna, Bihar",Malaria Outbreak; Dengue Cases; High TB Burden,High,173,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Bihar,Patna,2018,Jan,174536,341,155,284
