village_name,state,district,year,problem_type,severity,affected_families,ngo_name,ngo_work
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,61261,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,61261,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2020,Dengue Outbreak; Tuberculosis,Medium,25719,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Coimbatore,Tamil Nadu,Coimbatore,2020,Dengue Outbreak; Tuberculosis,Medium,25719,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Coimbatore,Tamil Nadu,Coimbatore,2020,Dengue Outbreak; Tuberculosis,Medium,25719,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,68079,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,68079,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,68079,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,59851,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,59851,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,59851,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2020,Dengue Outbreak; Low Immunization Coverage,Medium,52235,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Varanasi,Uttar Pradesh,Varanasi,2020,Dengue Outbreak; Low Immunization Coverage,Medium,52235,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Varanasi,Uttar Pradesh,Varanasi,2020,Dengue Outbreak; Low Immunization Coverage,Medium,52235,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak,Low,47312,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak,Low,47312,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak,Low,47312,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Agra,Uttar Pradesh,Agra,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,42432,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Agra,Uttar Pradesh,Agra,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,42432,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Agra,Uttar Pradesh,Agra,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,42432,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis,High,24236,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis,High,24236,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis,High,24236,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Hubli,Karnataka,Hubli,2021,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,31357,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Hubli,Karnataka,Hubli,2021,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,31357,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Hubli,Karnataka,Hubli,2021,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,31357,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Medium,66480,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Medium,66480,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Medium,66480,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,58537,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Coimbatore,Tamil Nadu,Coimbatore,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,58537,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Coimbatore,Tamil Nadu,Coimbatore,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,58537,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Agra,Uttar Pradesh,Agra,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,65150,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Agra,Uttar Pradesh,Agra,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,65150,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Agra,Uttar Pradesh,Agra,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,65150,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,33654,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
